FrameIndex,SystemTimeInSeconds,Frame difference,Frame Number,PinnedMemorySystemTime,PM Frame difference,,SubDataSystemTime,PinnedSystemTime,TimeDifference
6235,96.737512,0.022333,615,191.047851,0.011175,,13.337314,13.90701,-0.569696
6236,96.759855,0.022343,616,191.05901,0.011159,,13.359657,13.918169,-0.558512
6237,96.782206,0.022351,617,191.070179,0.011169,,13.382008,13.929338,-0.54733
6238,96.804572,0.022366,618,191.092526,0.022347,,13.404374,13.951685,-0.547311
6239,96.826884,0.022312,619,191.10369,0.011164,,13.426686,13.962849,-0.536163
6240,96.849237,0.022353,620,191.114921,0.011231,,13.449039,13.97408,-0.525041
6241,96.87157,0.022333,621,191.126037,0.011116,,13.471372,13.985196,-0.513824
6242,96.893902,0.022332,622,191.137206,0.011169,,13.493704,13.996365,-0.502661
6243,96.916238,0.022336,623,191.159579,0.022373,,13.51604,14.018738,-0.502698
6244,96.938594,0.022356,624,191.170718,0.011139,,13.538396,14.029877,-0.491481
6245,96.960919,0.022325,625,191.181884,0.011166,,13.560721,14.041043,-0.480322
6246,96.983323,0.022404,626,191.204223,0.022339,,13.583125,14.063382,-0.480257
6247,97.005635,0.022312,627,191.226568,0.022345,,13.605437,14.085727,-0.48029
6248,97.027944,0.022309,628,191.248909,0.022341,,13.627746,14.108068,-0.480322
6249,97.050339,0.022395,629,191.271249,0.02234,,13.650141,14.130408,-0.480267
6250,97.072667,0.022328,630,191.293591,0.022342,,13.672469,14.15275,-0.480281
6251,97.094964,0.022297,631,191.315937,0.022346,,13.694766,14.175096,-0.48033
6252,97.106138,0.011174,632,191.338271,0.022334,,13.70594,14.19743,-0.49149
6253,97.117327,0.011189,633,191.36062,0.022349,,13.717129,14.219779,-0.50265
6254,97.128485,0.011158,634,191.382958,0.022338,,13.728287,14.242117,-0.51383
6255,97.139645,0.01116,635,191.405297,0.022339,,13.739447,14.264456,-0.525009
6256,97.150831,0.011186,636,191.427635,0.022338,,13.750633,14.286794,-0.536161
6257,97.173155,0.022324,637,191.449984,0.022349,,13.772957,14.309143,-0.536186
6258,97.184327,0.011172,638,191.472314,0.02233,,13.784129,14.331473,-0.547344
6259,97.195505,0.011178,639,191.49466,0.022346,,13.795307,14.353819,-0.558512
6260,97.20667,0.011165,640,191.517052,0.022392,,13.806472,14.376211,-0.569739
6261,97.229002,0.022332,641,191.539336,0.022284,,13.828804,14.398495,-0.569691
6262,97.240176,0.011174,642,191.561673,0.022337,,13.839978,14.420832,-0.580854
6263,97.251358,0.011182,643,191.584044,0.022371,,13.85116,14.443203,-0.592043
6264,97.273688,0.02233,644,191.606365,0.022321,,13.87349,14.465524,-0.592034
6265,97.284857,0.011169,645,191.628695,0.02233,,13.884659,14.487854,-0.603195
6266,97.307196,0.022339,646,191.65106,0.022365,,13.906998,14.510219,-0.603221
6267,97.318371,0.011175,647,191.673376,0.022316,,13.918173,14.532535,-0.614362
6268,97.329541,0.01117,648,191.695714,0.022338,,13.929343,14.554873,-0.62553
6269,97.351876,0.022335,649,191.706885,0.011171,,13.951678,14.566044,-0.614366
6270,97.363051,0.011175,650,191.718062,0.011177,,13.962853,14.577221,-0.614368
6271,97.374217,0.011166,651,191.72924,0.011178,,13.974019,14.588399,-0.61438
6272,97.38539,0.011173,652,191.740408,0.011168,,13.985192,14.599567,-0.614375
6273,97.396557,0.011167,653,191.751571,0.011163,,13.996359,14.61073,-0.614371
6274,97.418891,0.022334,654,191.77394,0.022369,,14.018693,14.633099,-0.614406
6275,97.430073,0.011182,655,191.78511,0.01117,,14.029875,14.644269,-0.614394
6276,97.44126,0.011187,656,191.796265,0.011155,,14.041062,14.655424,-0.614362
6277,97.452418,0.011158,657,191.829782,0.033517,,14.05222,14.688941,-0.636721
6278,97.474751,0.022333,658,191.840934,0.011152,,14.074553,14.700093,-0.62554
6279,97.485925,0.011174,659,191.852178,0.011244,,14.085727,14.711337,-0.62561
6280,97.497101,0.011176,660,191.863281,0.011103,,14.096903,14.72244,-0.625537
6281,97.508264,0.011163,661,191.87445,0.011169,,14.108066,14.733609,-0.625543
6282,97.519439,0.011175,662,191.896786,0.022336,,14.119241,14.755945,-0.636704
6283,97.541792,0.022353,663,191.907957,0.011171,,14.141594,14.767116,-0.625522
6284,97.564115,0.022323,664,191.919138,0.011181,,14.163917,14.778297,-0.61438
6285,97.586455,0.02234,665,191.930322,0.011184,,14.186257,14.789481,-0.603224
6286,97.608823,0.022368,666,191.952653,0.022331,,14.208625,14.811812,-0.603187
6287,97.63114,0.022317,667,191.963819,0.011166,,14.230942,14.822978,-0.592036
6288,97.65917,0.02803,668,191.975035,0.011216,,14.258972,14.834194,-0.575222
6289,97.687017,0.027847,669,191.986166,0.011131,,14.286819,14.845325,-0.558506
6290,97.709358,0.022341,670,192.008484,0.022318,,14.30916,14.867643,-0.558483
6291,97.73168,0.022322,671,192.019655,0.011171,,14.331482,14.878814,-0.547332
6292,97.754025,0.022345,672,192.030847,0.011192,,14.353827,14.890006,-0.536179
6293,97.776354,0.022329,673,192.042018,0.011171,,14.376156,14.901177,-0.525021
6294,97.798692,0.022338,674,192.064335,0.022317,,14.398494,14.923494,-0.525
6295,97.821039,0.022347,675,192.075504,0.011169,,14.420841,14.934663,-0.513822
6296,97.843399,0.02236,676,192.086678,0.011174,,14.443201,14.945837,-0.502636
6297,97.865735,0.022336,677,192.109034,0.022356,,14.465537,14.968193,-0.502656
6298,97.888055,0.02232,678,192.131357,0.022323,,14.487857,14.990516,-0.502659
6299,97.910402,0.022347,679,192.153699,0.022342,,14.510204,15.012858,-0.502654
6300,97.932742,0.02234,680,192.176078,0.022379,,14.532544,15.035237,-0.502693
6301,97.955077,0.022335,681,192.198393,0.022315,,14.554879,15.057552,-0.502673
6302,97.977419,0.022342,682,192.220734,0.022341,,14.577221,15.079893,-0.502672
6303,97.999759,0.02234,683,192.243069,0.022335,,14.599561,15.102228,-0.502667
6304,98.022095,0.022336,684,192.265437,0.022368,,14.621897,15.124596,-0.502699
6305,98.044432,0.022337,685,192.287745,0.022308,,14.644234,15.146904,-0.50267
6306,98.066779,0.022347,686,192.310118,0.022373,,14.666581,15.169277,-0.502696
6307,98.089123,0.022344,687,192.33243,0.022312,,14.688925,15.191589,-0.502664
6308,98.111471,0.022348,688,192.354772,0.022342,,14.711273,15.213931,-0.502658
6309,98.122652,0.011181,689,192.377113,0.022341,,14.722454,15.236272,-0.513818
6310,98.133797,0.011145,690,192.399454,0.022341,,14.733599,15.258613,-0.525014
6311,98.144972,0.011175,691,192.421814,0.02236,,14.744774,15.280973,-0.536199
6312,98.156161,0.011189,692,192.444151,0.022337,,14.755963,15.30331,-0.547347
6313,98.178495,0.022334,693,192.466474,0.022323,,14.778297,15.325633,-0.547336
6314,98.189653,0.011158,694,192.488819,0.022345,,14.789455,15.347978,-0.558523
6315,98.200817,0.011164,695,192.511156,0.022337,,14.800619,15.370315,-0.569696
6316,98.223161,0.022344,696,192.533492,0.022336,,14.822963,15.392651,-0.569688
6317,98.234325,0.011164,697,192.555828,0.022336,,14.834127,15.414987,-0.58086
6318,98.245508,0.011183,698,192.578183,0.022355,,14.84531,15.437342,-0.592032
6319,98.256704,0.011196,699,192.600511,0.022328,,14.856506,15.45967,-0.603164
6320,98.279021,0.022317,700,192.61168,0.011169,,14.878823,15.470839,-0.592016
6321,98.290205,0.011184,701,192.62288,0.0112,,14.890007,15.482039,-0.592032
6322,98.312526,0.022321,702,192.634025,0.011145,,14.912328,15.493184,-0.580856
6323,98.323696,0.01117,703,192.667539,0.033514,,14.923498,15.526698,-0.6032
6324,98.334858,0.011162,704,192.678705,0.011166,,14.93466,15.537864,-0.603204
6325,98.357208,0.02235,705,192.689878,0.011173,,14.95701,15.549037,-0.592027
6326,98.368382,0.011174,706,192.701042,0.011164,,14.968184,15.560201,-0.592017
6327,98.379542,0.01116,707,192.712234,0.011192,,14.979344,15.571393,-0.592049
6328,98.390724,0.011182,708,192.73456,0.022326,,14.990526,15.593719,-0.603193
6329,98.413052,0.022328,709,192.74574,0.01118,,15.012854,15.604899,-0.592045
6330,98.424223,0.011171,710,192.756911,0.011171,,15.024025,15.61607,-0.592045
6331,98.435398,0.011175,711,192.779233,0.022322,,15.0352,15.638392,-0.603192
6332,98.446577,0.011179,712,192.790407,0.011174,,15.046379,15.649566,-0.603187
6333,98.468911,0.022334,713,192.801582,0.011175,,15.068713,15.660741,-0.592028
6334,98.48011,0.011199,714,192.81277,0.011188,,15.079912,15.671929,-0.592017
6335,98.491244,0.011134,715,192.835088,0.022318,,15.091046,15.694247,-0.603201
6336,98.513594,0.02235,716,192.846283,0.011195,,15.113396,15.705442,-0.592046
6337,98.524762,0.011168,717,192.857477,0.011194,,15.124564,15.716636,-0.592072
6338,98.547099,0.022337,718,192.879766,0.022289,,15.146901,15.738925,-0.592024
6339,98.558266,0.011167,719,192.890939,0.011173,,15.158068,15.750098,-0.59203
6340,98.569451,0.011185,720,192.902117,0.011178,,15.169253,15.761276,-0.592023
6341,98.580626,0.011175,721,192.924453,0.022336,,15.180428,15.783612,-0.603184
6342,98.602958,0.022332,722,192.935619,0.011166,,15.20276,15.794778,-0.592018
6343,98.614117,0.011159,723,192.946795,0.011176,,15.213919,15.805954,-0.592035
6344,98.62529,0.011173,724,192.957982,0.011187,,15.225092,15.817141,-0.592049
6345,98.647626,0.022336,725,192.980309,0.022327,,15.247428,15.839468,-0.59204
6346,98.658812,0.011186,726,192.991474,0.011165,,15.258614,15.850633,-0.592019
6347,98.670139,0.011327,727,193.013834,0.02236,,15.269941,15.872993,-0.603052
6348,98.681154,0.011015,728,193.036155,0.022321,,15.280956,15.895314,-0.614358
6349,98.70349,0.022336,729,193.047343,0.011188,,15.303292,15.906502,-0.60321
6350,98.714659,0.011169,730,193.058501,0.011158,,15.314461,15.91766,-0.603199
6351,98.737068,0.022409,731,193.069659,0.011158,,15.33687,15.928818,-0.591948
6352,98.748164,0.011096,732,193.092005,0.022346,,15.347966,15.951164,-0.603198
6353,98.759348,0.011184,733,193.103172,0.011167,,15.35915,15.962331,-0.603181
6354,98.781681,0.022333,734,193.114357,0.011185,,15.381483,15.973516,-0.592033
6355,98.792878,0.011197,735,193.125527,0.01117,,15.39268,15.984686,-0.592006
6356,98.80402,0.011142,736,193.147857,0.02233,,15.403822,16.007016,-0.603194
6357,98.826361,0.022341,737,193.159027,0.01117,,15.426163,16.018186,-0.592023
6358,98.83753,0.011169,738,193.181393,0.022366,,15.437332,16.040552,-0.60322
6359,98.859871,0.022341,739,193.192539,0.011146,,15.459673,16.051698,-0.592025
6360,98.87105,0.011179,740,193.203727,0.011188,,15.470852,16.062886,-0.592034
6361,98.882221,0.011171,741,193.226046,0.022319,,15.482023,16.085205,-0.603182
6362,98.91572,0.033499,742,193.237222,0.011176,,15.515522,16.096381,-0.580859
6363,98.938063,0.022343,743,193.259564,0.022342,,15.537865,16.118723,-0.580858
6364,98.960402,0.022339,744,193.281926,0.022362,,15.560204,16.141085,-0.580881
6365,98.982742,0.02234,745,193.304302,0.022376,,15.582544,16.163461,-0.580917
6366,99.00508,0.022338,746,193.326595,0.022293,,15.604882,16.185754,-0.580872
6367,99.027423,0.022343,747,193.348952,0.022357,,15.627225,16.208111,-0.580886
6368,99.049758,0.022335,748,193.371282,0.02233,,15.64956,16.230441,-0.580881
6369,99.072116,0.022358,749,193.393633,0.022351,,15.671918,16.252792,-0.580874
6370,99.094439,0.022323,750,193.415963,0.02233,,15.694241,16.275122,-0.580881
6371,99.116781,0.022342,751,193.438303,0.02234,,15.716583,16.297462,-0.580879
6372,99.139121,0.02234,752,193.460645,0.022342,,15.738923,16.319804,-0.580881
6373,99.161465,0.022344,753,193.482995,0.02235,,15.761267,16.342154,-0.580887
6374,99.183814,0.022349,754,193.505312,0.022317,,15.783616,16.364471,-0.580855
6375,99.206176,0.022362,755,193.527686,0.022374,,15.805978,16.386845,-0.580867
6376,99.228507,0.022331,756,193.549995,0.022309,,15.828309,16.409154,-0.580845
6377,99.250851,0.022344,757,193.57235,0.022355,,15.850653,16.431509,-0.580856
6378,99.273196,0.022345,758,193.594669,0.022319,,15.872998,16.453828,-0.58083
6379,99.295508,0.022312,759,193.617034,0.022365,,15.89531,16.476193,-0.580883
6380,99.317855,0.022347,760,193.639353,0.022319,,15.917657,16.498512,-0.580855
6381,99.340186,0.022331,761,193.661684,0.022331,,15.939988,16.520843,-0.580855
6382,99.362529,0.022343,762,193.684036,0.022352,,15.962331,16.543195,-0.580864
6383,99.38487,0.022341,763,193.706385,0.022349,,15.984672,16.565544,-0.580872
6384,99.407211,0.022341,764,193.728709,0.022324,,16.007013,16.587868,-0.580855
6385,99.429558,0.022347,765,193.751049,0.02234,,16.02936,16.610208,-0.580848
6386,99.440742,0.011184,766,193.77345,0.022401,,16.040544,16.632609,-0.592065
6387,99.451897,0.011155,767,193.784594,0.011144,,16.051699,16.643753,-0.592054
6388,99.474229,0.022332,768,193.795729,0.011135,,16.074031,16.654888,-0.580857
6389,99.496577,0.022348,769,193.818074,0.022345,,16.096379,16.677233,-0.580854
6390,99.50774,0.011163,770,193.829267,0.011193,,16.107542,16.688426,-0.580884
6391,99.530107,0.022367,771,193.851581,0.022314,,16.129909,16.71074,-0.580831
6392,99.541263,0.011156,772,193.86277,0.011189,,16.141065,16.721929,-0.580864
6393,99.563593,0.02233,773,193.88512,0.02235,,16.163395,16.744279,-0.580884
6394,99.585943,0.02235,774,193.918612,0.033492,,16.185745,16.777771,-0.592026
6395,99.597113,0.01117,775,193.929779,0.011167,,16.196915,16.788938,-0.592023
6396,99.61947,0.022357,776,193.940947,0.011168,,16.219272,16.800106,-0.580834
6397,99.641811,0.022341,777,193.963306,0.022359,,16.241613,16.822465,-0.580852
6398,99.652956,0.011145,778,193.974464,0.011158,,16.252758,16.833623,-0.580865
6399,99.675302,0.022346,779,193.996802,0.022338,,16.275104,16.855961,-0.580857
6400,99.697633,0.022331,780,194.019139,0.022337,,16.297435,16.878298,-0.580863
6401,99.708835,0.011202,781,194.030331,0.011192,,16.308637,16.88949,-0.580853
6402,99.731177,0.022342,782,194.052654,0.022323,,16.330979,16.911813,-0.580834
6403,99.753492,0.022315,783,194.063828,0.011174,,16.353294,16.922987,-0.569693
6404,99.764664,0.011172,784,194.086158,0.02233,,16.364466,16.945317,-0.580851
6405,99.787035,0.022371,785,194.108515,0.022357,,16.386837,16.967674,-0.580837
6406,99.79817,0.011135,786,194.119682,0.011167,,16.397972,16.978841,-0.580869
6407,99.820518,0.022348,787,194.142017,0.022335,,16.42032,17.001176,-0.580856
6408,99.842853,0.022335,788,194.164347,0.02233,,16.442655,17.023506,-0.580851
6409,99.85403,0.011177,789,194.175529,0.011182,,16.453832,17.034688,-0.580856
6410,99.876383,0.022353,790,194.19786,0.022331,,16.476185,17.057019,-0.580834
6411,99.909923,0.03354,791,194.242547,0.044687,,16.509725,17.101706,-0.591981
6412,99.932216,0.022293,792,194.264895,0.022348,,16.532018,17.124054,-0.592036
6413,99.95456,0.022344,793,194.287295,0.0224,,16.554362,17.146454,-0.592092
6414,99.97697,0.02241,794,194.309576,0.022281,,16.576772,17.168735,-0.591963
6415,99.999246,0.022276,795,194.331927,0.022351,,16.599048,17.191086,-0.592038
6416,100.02158,0.022334,796,194.354266,0.022339,,16.621382,17.213425,-0.592043
6417,100.043946,0.022366,797,194.376615,0.022349,,16.643748,17.235774,-0.592026
6418,100.066269,0.022323,798,194.398977,0.022362,,16.666071,17.258136,-0.592065
6419,100.088653,0.022384,799,194.421274,0.022297,,16.688455,17.280433,-0.591978
6420,100.110983,0.02233,800,194.44363,0.022356,,16.710785,17.302789,-0.592004
6421,100.133281,0.022298,801,194.466011,0.022381,,16.733083,17.32517,-0.592087
6422,100.155631,0.02235,802,194.488287,0.022276,,16.755433,17.347446,-0.592013
6423,100.177978,0.022347,803,194.51064,0.022353,,16.77778,17.369799,-0.592019
6424,100.200301,0.022323,804,194.532976,0.022336,,16.800103,17.392135,-0.592032
6425,100.222643,0.022342,805,194.555316,0.02234,,16.822445,17.414475,-0.59203
6426,100.244991,0.022348,806,194.577649,0.022333,,16.844793,17.436808,-0.592015
6427,100.26733,0.022339,807,194.600018,0.022369,,16.867132,17.459177,-0.592045
6428,100.289664,0.022334,808,194.622339,0.022321,,16.889466,17.481498,-0.592032
6429,100.312025,0.022361,809,194.644681,0.022342,,16.911827,17.50384,-0.592013
6430,100.334348,0.022323,810,194.667021,0.02234,,16.93415,17.52618,-0.59203
6431,100.356696,0.022348,811,194.689362,0.022341,,16.956498,17.548521,-0.592023
6432,100.379024,0.022328,812,194.711696,0.022334,,16.978826,17.570855,-0.592029
6433,100.401612,0.022588,813,194.734042,0.022346,,17.001414,17.593201,-0.591787
6434,100.423711,0.022099,814,194.756387,0.022345,,17.023513,17.615546,-0.592033
6435,100.434882,0.011171,815,194.767551,0.011164,,17.034684,17.62671,-0.592026
6436,100.446045,0.011163,816,194.778714,0.011163,,17.045847,17.637873,-0.592026
6437,100.468395,0.02235,817,194.801065,0.022351,,17.068197,17.660224,-0.592027
6438,100.479573,0.011178,818,194.812258,0.011193,,17.079375,17.671417,-0.592042
6439,100.501906,0.022333,819,194.834598,0.02234,,17.101708,17.693757,-0.592049
6440,100.513078,0.011172,820,194.845737,0.011139,,17.11288,17.704896,-0.592016
6441,100.535414,0.022336,821,194.868102,0.022365,,17.135216,17.727261,-0.592045
6442,100.557763,0.022349,822,194.879252,0.01115,,17.157565,17.738411,-0.580846
6443,100.568946,0.011183,823,194.901594,0.022342,,17.168748,17.760753,-0.592005
6444,100.591329,0.022383,824,194.923994,0.0224,,17.191131,17.783153,-0.592022
6445,100.602439,0.01111,825,194.935132,0.011138,,17.202241,17.794291,-0.59205
6446,100.624806,0.022367,826,194.957452,0.02232,,17.224608,17.816611,-0.592003
6447,100.635953,0.011147,827,194.968614,0.011162,,17.235755,17.827773,-0.592018
6448,100.669462,0.033509,828,194.979815,0.011201,,17.269264,17.838974,-0.56971
6449,100.680637,0.011175,829,195.00213,0.022315,,17.280439,17.861289,-0.58085
6450,100.691802,0.011165,830,195.013303,0.011173,,17.291604,17.872462,-0.580858
6451,100.702969,0.011167,831,195.035643,0.02234,,17.302771,17.894802,-0.592031
6452,100.725304,0.022335,832,195.046804,0.011161,,17.325106,17.905963,-0.580857
6453,100.736482,0.011178,833,195.069154,0.02235,,17.336284,17.928313,-0.592029
6454,100.758823,0.022341,834,195.080316,0.011162,,17.358625,17.939475,-0.58085
6455,100.770039,0.011216,835,195.091489,0.011173,,17.369841,17.950648,-0.580807
6456,100.781182,0.011143,836,195.125006,0.033517,,17.380984,17.984165,-0.603181
6457,100.803523,0.022341,837,195.13617,0.011164,,17.403325,17.995329,-0.592004
6458,100.814669,0.011146,838,195.147336,0.011166,,17.414471,18.006495,-0.592024
6459,100.837008,0.022339,839,195.158546,0.01121,,17.43681,18.017705,-0.580895
6460,100.848183,0.011175,840,195.180871,0.022325,,17.447985,18.04003,-0.592045
6461,100.870528,0.022345,841,195.192039,0.011168,,17.47033,18.051198,-0.580868
6462,100.881772,0.011244,842,195.214359,0.02232,,17.481574,18.073518,-0.591944
6463,100.904035,0.022263,843,195.225533,0.011174,,17.503837,18.084692,-0.580855
6464,100.926373,0.022338,844,195.236692,0.011159,,17.526175,18.095851,-0.569676
6465,100.948712,0.022339,845,195.259042,0.02235,,17.548514,18.118201,-0.569687
6466,100.971047,0.022335,846,195.281398,0.022356,,17.570849,18.140557,-0.569708
6467,100.993388,0.022341,847,195.303752,0.022354,,17.59319,18.162911,-0.569721
6468,101.015736,0.022348,848,195.326082,0.02233,,17.615538,18.185241,-0.569703
6469,101.038076,0.02234,849,195.348441,0.022359,,17.637878,18.2076,-0.569722
6470,101.060422,0.022346,850,195.370742,0.022301,,17.660224,18.229901,-0.569677
6471,101.082771,0.022349,851,195.393119,0.022377,,17.682573,18.252278,-0.569705
6472,101.105092,0.022321,852,195.415434,0.022315,,17.704894,18.274593,-0.569699
6473,101.127455,0.022363,853,195.437769,0.022335,,17.727257,18.296928,-0.569671
6474,101.149785,0.02233,854,195.46011,0.022341,,17.749587,18.319269,-0.569682
6475,101.17218,0.022395,855,195.482452,0.022342,,17.771982,18.341611,-0.569629
6476,101.194474,0.022294,856,195.504785,0.022333,,17.794276,18.363944,-0.569668
6477,101.216832,0.022358,857,195.527137,0.022352,,17.816634,18.386296,-0.569662
6478,101.23917,0.022338,858,195.549467,0.02233,,17.838972,18.408626,-0.569654
6479,101.261487,0.022317,859,195.571827,0.02236,,17.861289,18.430986,-0.569697
6480,101.283824,0.022337,860,195.594176,0.022349,,17.883626,18.453335,-0.569709
6481,101.306162,0.022338,861,195.616509,0.022333,,17.905964,18.475668,-0.569704
6482,101.328509,0.022347,862,195.638827,0.022318,,17.928311,18.497986,-0.569675
6483,101.350839,0.02233,863,195.661167,0.02234,,17.950641,18.520326,-0.569685
6484,101.37318,0.022341,864,195.683519,0.022352,,17.972982,18.542678,-0.569696
6485,101.395523,0.022343,865,195.705862,0.022343,,17.995325,18.565021,-0.569696
6486,101.417918,0.022395,866,195.728188,0.022326,,18.01772,18.587347,-0.569627
6487,101.42904,0.011122,867,195.75054,0.022352,,18.028842,18.609699,-0.580857
6488,101.440215,0.011175,868,195.772871,0.022331,,18.040017,18.63203,-0.592013
6489,101.451379,0.011164,869,195.784064,0.011193,,18.051181,18.643223,-0.592042
6490,101.473715,0.022336,870,195.795214,0.01115,,18.073517,18.654373,-0.580856
6491,101.484881,0.011166,871,195.806391,0.011177,,18.084683,18.66555,-0.580867
6492,101.507287,0.022406,872,195.828722,0.022331,,18.107089,18.687881,-0.580792
6493,101.518396,0.011109,873,195.839916,0.011194,,18.118198,18.699075,-0.580877
6494,101.529565,0.011169,874,195.862295,0.022379,,18.129367,18.721454,-0.592087
6495,101.563083,0.033518,875,195.873429,0.011134,,18.162885,18.732588,-0.569703
6496,101.574279,0.011196,876,195.884577,0.011148,,18.174081,18.743736,-0.569655
6497,101.58542,0.011141,877,195.906915,0.022338,,18.185222,18.766074,-0.580852
6498,101.596641,0.011221,878,195.918094,0.011179,,18.196443,18.777253,-0.58081
6499,101.61893,0.022289,879,195.940436,0.022342,,18.218732,18.799595,-0.580863
6500,101.630096,0.011166,880,195.951593,0.011157,,18.229898,18.810752,-0.580854
6501,101.652463,0.022367,881,195.962765,0.011172,,18.252265,18.821924,-0.569659
6502,101.663608,0.011145,882,195.996299,0.033534,,18.26341,18.855458,-0.592048
6503,101.685977,0.022369,883,196.007455,0.011156,,18.285779,18.866614,-0.580835
6504,101.697134,0.011157,884,196.01866,0.011205,,18.296936,18.877819,-0.580883
6505,101.708287,0.011153,885,196.029793,0.011133,,18.308089,18.888952,-0.580863
6506,101.730643,0.022356,886,196.052139,0.022346,,18.330445,18.911298,-0.580853
6507,101.741847,0.011204,887,196.063301,0.011162,,18.341649,18.92246,-0.580811
6508,101.764209,0.022362,888,196.085663,0.022362,,18.364011,18.944822,-0.580811
6509,101.775326,0.011117,889,196.096814,0.011151,,18.375128,18.955973,-0.580845
6510,101.78651,0.011184,890,196.119191,0.022377,,18.386312,18.97835,-0.592038
6511,101.808818,0.022308,891,196.130325,0.011134,,18.40862,18.989484,-0.580864
6512,101.831186,0.022368,892,196.141488,0.011163,,18.430988,19.000647,-0.569659
6513,101.842351,0.011165,893,196.163831,0.022343,,18.442153,19.02299,-0.580837
6514,101.864683,0.022332,894,196.175055,0.011224,,18.464485,19.034214,-0.569729
6515,101.887033,0.02235,895,196.197351,0.022296,,18.486835,19.05651,-0.569675
6516,101.898206,0.011173,896,196.208515,0.011164,,18.498008,19.067674,-0.569666
6517,101.909357,0.011151,897,196.219713,0.011198,,18.509159,19.078872,-0.569713
6518,101.9317,0.022343,898,196.242028,0.022315,,18.531502,19.101187,-0.569685
6519,101.954057,0.022357,899,196.253193,0.011165,,18.553859,19.112352,-0.558493
6520,101.976385,0.022328,900,196.275542,0.022349,,18.576187,19.134701,-0.558514
6521,101.99872,0.022335,901,196.286712,0.01117,,18.598522,19.145871,-0.547349
6522,102.021059,0.022339,902,196.320221,0.033509,,18.620861,19.17938,-0.558519
6523,102.043403,0.022344,903,196.342559,0.022338,,18.643205,19.201718,-0.558513
6524,102.065752,0.022349,904,196.364902,0.022343,,18.665554,19.224061,-0.558507
6525,102.088084,0.022332,905,196.387244,0.022342,,18.687886,19.246403,-0.558517
6526,102.110423,0.022339,906,196.409584,0.02234,,18.710225,19.268743,-0.558518
6527,102.132772,0.022349,907,196.431925,0.022341,,18.732574,19.291084,-0.55851
6528,102.155112,0.02234,908,196.454267,0.022342,,18.754914,19.313426,-0.558512
6529,102.177467,0.022355,909,196.476603,0.022336,,18.777269,19.335762,-0.558493
6530,102.19978,0.022313,910,196.498947,0.022344,,18.799582,19.358106,-0.558524
6531,102.222152,0.022372,911,196.521285,0.022338,,18.821954,19.380444,-0.55849
6532,102.244472,0.02232,912,196.543626,0.022341,,18.844274,19.402785,-0.558511
6533,102.266811,0.022339,913,196.565973,0.022347,,18.866613,19.425132,-0.558519
6534,102.289143,0.022332,914,196.588313,0.02234,,18.888945,19.447472,-0.558527
6535,102.311492,0.022349,915,196.61065,0.022337,,18.911294,19.469809,-0.558515
6536,102.333833,0.022341,916,196.632989,0.022339,,18.933635,19.492148,-0.558513
6537,102.356183,0.02235,917,196.655333,0.022344,,18.955985,19.514492,-0.558507
6538,102.378544,0.022361,918,196.677682,0.022349,,18.978346,19.536841,-0.558495
6539,102.400857,0.022313,919,196.700014,0.022332,,19.000659,19.559173,-0.558514
6540,102.4232,0.022343,920,196.722352,0.022338,,19.023002,19.581511,-0.558509
6541,102.445537,0.022337,921,196.744701,0.022349,,19.045339,19.60386,-0.558521
6542,102.456706,0.011169,922,196.767034,0.022333,,19.056508,19.626193,-0.569685
6543,102.46787,0.011164,923,196.789367,0.022333,,19.067672,19.648526,-0.580854
6544,102.490221,0.022351,924,196.811711,0.022344,,19.090023,19.67087,-0.580847
6545,102.51256,0.022339,925,196.834053,0.022342,,19.112362,19.693212,-0.58085
6546,102.523724,0.011164,926,196.845224,0.011171,,19.123526,19.704383,-0.580857
6547,102.546099,0.022375,927,196.856391,0.011167,,19.145901,19.71555,-0.569649
6548,102.568414,0.022315,928,196.878733,0.022342,,19.168216,19.737892,-0.569676
6549,102.579582,0.011168,929,196.889933,0.0112,,19.179384,19.749092,-0.569708
6550,102.601934,0.022352,930,196.912245,0.022312,,19.201736,19.771404,-0.569668
6551,102.624253,0.022319,931,196.934589,0.022344,,19.224055,19.793748,-0.569693
6552,102.63543,0.011177,932,196.945783,0.011194,,19.235232,19.804942,-0.56971
6553,102.657764,0.022334,933,196.968118,0.022335,,19.257566,19.827277,-0.569711
6554,102.680103,0.022339,934,196.990475,0.022357,,19.279905,19.849634,-0.569729
6555,102.691281,0.011178,935,197.00161,0.011135,,19.291083,19.860769,-0.569686
6556,102.713625,0.022344,936,197.023977,0.022367,,19.313427,19.883136,-0.569709
6557,102.735967,0.022342,937,197.046282,0.022305,,19.335769,19.905441,-0.569672
6558,102.747136,0.011169,938,197.068624,0.022342,,19.346938,19.927783,-0.580845
6559,102.769468,0.022332,939,197.079957,0.011333,,19.36927,19.939116,-0.569846
6560,102.803009,0.033541,940,197.10216,0.022203,,19.402811,19.961319,-0.558508
6561,102.814157,0.011148,941,197.113335,0.011175,,19.413959,19.972494,-0.558535
6562,102.836496,0.022339,942,197.135662,0.022327,,19.436298,19.994821,-0.558523
6563,102.847664,0.011168,943,197.158041,0.022379,,19.447466,20.0172,-0.569734
6564,102.869998,0.022334,944,197.169228,0.011187,,19.4698,20.028387,-0.558587
6565,102.89234,0.022342,945,197.191512,0.022284,,19.492142,20.050671,-0.558529
