FrameIndex,SystemTimeInSeconds,Frame difference,Frame Number,PinnedMemorySystemTime,PM Frame difference
6170,95.564628,0.022339,550,189.908467,0.011161
6171,95.575809,0.011181,551,189.930818,0.022351
6172,95.586981,0.011172,552,189.941994,0.011176
6173,95.60931,0.022329,553,189.953147,0.011153
6174,95.631664,0.022354,554,189.975503,0.022356
6175,95.642845,0.011181,555,189.986675,0.011172
6176,95.653991,0.011146,556,189.997894,0.011219
6177,95.665171,0.01118,557,190.020184,0.02229
6178,95.687521,0.02235,558,190.031351,0.011167
6179,95.709853,0.022332,559,190.042526,0.011175
6180,95.732187,0.022334,560,190.064853,0.022327
6181,95.754574,0.022387,561,190.076031,0.011178
6182,95.776878,0.022304,562,190.098371,0.02234
6183,95.799214,0.022336,563,190.109539,0.011168
6184,95.821551,0.022337,564,190.120705,0.011166
6185,95.843888,0.022337,565,190.154227,0.033522
6186,95.866285,0.022397,566,190.165385,0.011158
6187,95.888578,0.022293,567,190.176564,0.011179
6188,95.910912,0.022334,568,190.202075,0.025511
6189,95.933254,0.022342,569,190.211396,0.009321
6190,95.955599,0.022345,570,190.221242,0.009846
6191,95.977935,0.022336,571,190.24358,0.022338
6192,96.000269,0.022334,572,190.265917,0.022337
6193,96.022614,0.022345,573,190.288282,0.022365
6194,96.04495,0.022336,574,190.310602,0.02232
6195,96.067316,0.022366,575,190.333002,0.0224
6196,96.089641,0.022325,576,190.355285,0.022283
6197,96.111986,0.022345,577,190.377632,0.022347
6198,96.134308,0.022322,578,190.399997,0.022365
6199,96.156655,0.022347,579,190.422336,0.022339
6200,96.179005,0.02235,580,190.44464,0.022304
6201,96.201332,0.022327,581,190.466983,0.022343
6202,96.212533,0.011201,582,190.489351,0.022368
6203,96.223697,0.011164,583,190.511662,0.022311
6204,96.234852,0.011155,584,190.53401,0.022348
6205,96.246017,0.011165,585,190.556358,0.022348
6206,96.268356,0.022339,586,190.57869,0.022332
6207,96.279531,0.011175,587,190.601066,0.022376
6208,96.301871,0.02234,588,190.623381,0.022315
6209,96.313035,0.011164,589,190.645717,0.022336
6210,96.335378,0.022343,590,190.668054,0.022337
6211,96.346552,0.011174,591,190.690412,0.022358
6212,96.357725,0.011173,592,190.712738,0.022326
6213,96.368887,0.011162,593,190.735079,0.022341
6214,96.391228,0.022341,594,190.757424,0.022345
6215,96.4024,0.011172,595,190.768579,0.011155
6216,96.413575,0.011175,596,190.779768,0.011189
6217,96.424765,0.01119,597,190.790927,0.011159
6218,96.447082,0.022317,598,190.802093,0.011166
6219,96.458253,0.011171,599,190.824442,0.022349
6220,96.469433,0.01118,600,190.835604,0.011162
6221,96.491777,0.022344,601,190.846774,0.01117
6222,96.502944,0.011167,602,190.857977,0.011203
6223,96.514103,0.011159,603,190.880284,0.022307
6224,96.525304,0.011201,604,190.891463,0.011179
6225,96.536934,0.01163,605,190.902629,0.011166
6226,96.5588,0.021866,606,190.91381,0.011181
6227,96.569996,0.011196,607,190.936142,0.022332
6228,96.581126,0.01113,608,190.947316,0.011174
6229,96.603473,0.022347,609,190.958518,0.011202
6230,96.62581,0.022337,610,190.969659,0.011141
6231,96.648167,0.022357,611,190.980821,0.011162
6232,96.670507,0.02234,612,191.003162,0.022341
6233,96.692903,0.022396,613,191.0255,0.022338
6234,96.715179,0.022276,614,191.036676,0.011176
6235,96.737512,0.022333,615,191.047851,0.011175
6236,96.759855,0.022343,616,191.05901,0.011159
6237,96.782206,0.022351,617,191.070179,0.011169
6238,96.804572,0.022366,618,191.092526,0.022347
6239,96.826884,0.022312,619,191.10369,0.011164
6240,96.849237,0.022353,620,191.114921,0.011231
6241,96.87157,0.022333,621,191.126037,0.011116
6242,96.893902,0.022332,622,191.137206,0.011169
6243,96.916238,0.022336,623,191.159579,0.022373
6244,96.938594,0.022356,624,191.170718,0.011139
6245,96.960919,0.022325,625,191.181884,0.011166
6246,96.983323,0.022404,626,191.204223,0.022339
6247,97.005635,0.022312,627,191.226568,0.022345
6248,97.027944,0.022309,628,191.248909,0.022341
6249,97.050339,0.022395,629,191.271249,0.02234
6250,97.072667,0.022328,630,191.293591,0.022342
6251,97.094964,0.022297,631,191.315937,0.022346
6252,97.106138,0.011174,632,191.338271,0.022334
6253,97.117327,0.011189,633,191.36062,0.022349
6254,97.128485,0.011158,634,191.382958,0.022338
6255,97.139645,0.01116,635,191.405297,0.022339
6256,97.150831,0.011186,636,191.427635,0.022338
6257,97.173155,0.022324,637,191.449984,0.022349
6258,97.184327,0.011172,638,191.472314,0.02233
6259,97.195505,0.011178,639,191.49466,0.022346
6260,97.20667,0.011165,640,191.517052,0.022392
6261,97.229002,0.022332,641,191.539336,0.022284
6262,97.240176,0.011174,642,191.561673,0.022337
6263,97.251358,0.011182,643,191.584044,0.022371
6264,97.273688,0.02233,644,191.606365,0.022321
6265,97.284857,0.011169,645,191.628695,0.02233
6266,97.307196,0.022339,646,191.65106,0.022365
6267,97.318371,0.011175,647,191.673376,0.022316
6268,97.329541,0.01117,648,191.695714,0.022338
6269,97.351876,0.022335,649,191.706885,0.011171
6270,97.363051,0.011175,650,191.718062,0.011177
6271,97.374217,0.011166,651,191.72924,0.011178
6272,97.38539,0.011173,652,191.740408,0.011168
6273,97.396557,0.011167,653,191.751571,0.011163
6274,97.418891,0.022334,654,191.77394,0.022369
6275,97.430073,0.011182,655,191.78511,0.01117
6276,97.44126,0.011187,656,191.796265,0.011155
6277,97.452418,0.011158,657,191.829782,0.033517
6278,97.474751,0.022333,658,191.840934,0.011152
6279,97.485925,0.011174,659,191.852178,0.011244
6280,97.497101,0.011176,660,191.863281,0.011103
6281,97.508264,0.011163,661,191.87445,0.011169
6282,97.519439,0.011175,662,191.896786,0.022336
6283,97.541792,0.022353,663,191.907957,0.011171
6284,97.564115,0.022323,664,191.919138,0.011181
6285,97.586455,0.02234,665,191.930322,0.011184
6286,97.608823,0.022368,666,191.952653,0.022331
6287,97.63114,0.022317,667,191.963819,0.011166
6288,97.65917,0.02803,668,191.975035,0.011216
6289,97.687017,0.027847,669,191.986166,0.011131
6290,97.709358,0.022341,670,192.008484,0.022318
6291,97.73168,0.022322,671,192.019655,0.011171
6292,97.754025,0.022345,672,192.030847,0.011192
6293,97.776354,0.022329,673,192.042018,0.011171
6294,97.798692,0.022338,674,192.064335,0.022317
6295,97.821039,0.022347,675,192.075504,0.011169
6296,97.843399,0.02236,676,192.086678,0.011174
6297,97.865735,0.022336,677,192.109034,0.022356
6298,97.888055,0.02232,678,192.131357,0.022323
6299,97.910402,0.022347,679,192.153699,0.022342
6300,97.932742,0.02234,680,192.176078,0.022379
6301,97.955077,0.022335,681,192.198393,0.022315
6302,97.977419,0.022342,682,192.220734,0.022341
6303,97.999759,0.02234,683,192.243069,0.022335
6304,98.022095,0.022336,684,192.265437,0.022368
6305,98.044432,0.022337,685,192.287745,0.022308
6306,98.066779,0.022347,686,192.310118,0.022373
6307,98.089123,0.022344,687,192.33243,0.022312
6308,98.111471,0.022348,688,192.354772,0.022342
6309,98.122652,0.011181,689,192.377113,0.022341
6310,98.133797,0.011145,690,192.399454,0.022341
6311,98.144972,0.011175,691,192.421814,0.02236
6312,98.156161,0.011189,692,192.444151,0.022337
6313,98.178495,0.022334,693,192.466474,0.022323
6314,98.189653,0.011158,694,192.488819,0.022345
6315,98.200817,0.011164,695,192.511156,0.022337
6316,98.223161,0.022344,696,192.533492,0.022336
6317,98.234325,0.011164,697,192.555828,0.022336
6318,98.245508,0.011183,698,192.578183,0.022355
6319,98.256704,0.011196,699,192.600511,0.022328
6320,98.279021,0.022317,700,192.61168,0.011169
6321,98.290205,0.011184,701,192.62288,0.0112
6322,98.312526,0.022321,702,192.634025,0.011145
6323,98.323696,0.01117,703,192.667539,0.033514
6324,98.334858,0.011162,704,192.678705,0.011166
6325,98.357208,0.02235,705,192.689878,0.011173
6326,98.368382,0.011174,706,192.701042,0.011164
6327,98.379542,0.01116,707,192.712234,0.011192
6328,98.390724,0.011182,708,192.73456,0.022326
6329,98.413052,0.022328,709,192.74574,0.01118
6330,98.424223,0.011171,710,192.756911,0.011171
6331,98.435398,0.011175,711,192.779233,0.022322
6332,98.446577,0.011179,712,192.790407,0.011174
6333,98.468911,0.022334,713,192.801582,0.011175
6334,98.48011,0.011199,714,192.81277,0.011188
6335,98.491244,0.011134,715,192.835088,0.022318
6336,98.513594,0.02235,716,192.846283,0.011195
6337,98.524762,0.011168,717,192.857477,0.011194
6338,98.547099,0.022337,718,192.879766,0.022289
6339,98.558266,0.011167,719,192.890939,0.011173
6340,98.569451,0.011185,720,192.902117,0.011178
6341,98.580626,0.011175,721,192.924453,0.022336
6342,98.602958,0.022332,722,192.935619,0.011166
6343,98.614117,0.011159,723,192.946795,0.011176
6344,98.62529,0.011173,724,192.957982,0.011187
6345,98.647626,0.022336,725,192.980309,0.022327
6346,98.658812,0.011186,726,192.991474,0.011165
6347,98.670139,0.011327,727,193.013834,0.02236
6348,98.681154,0.011015,728,193.036155,0.022321
6349,98.70349,0.022336,729,193.047343,0.011188
6350,98.714659,0.011169,730,193.058501,0.011158
6351,98.737068,0.022409,731,193.069659,0.011158
6352,98.748164,0.011096,732,193.092005,0.022346
6353,98.759348,0.011184,733,193.103172,0.011167
6354,98.781681,0.022333,734,193.114357,0.011185
6355,98.792878,0.011197,735,193.125527,0.01117
6356,98.80402,0.011142,736,193.147857,0.02233
6357,98.826361,0.022341,737,193.159027,0.01117
6358,98.83753,0.011169,738,193.181393,0.022366
6359,98.859871,0.022341,739,193.192539,0.011146
6360,98.87105,0.011179,740,193.203727,0.011188
6361,98.882221,0.011171,741,193.226046,0.022319
6362,98.91572,0.033499,742,193.237222,0.011176
6363,98.938063,0.022343,743,193.259564,0.022342
6364,98.960402,0.022339,744,193.281926,0.022362
6365,98.982742,0.02234,745,193.304302,0.022376
6366,99.00508,0.022338,746,193.326595,0.022293
6367,99.027423,0.022343,747,193.348952,0.022357
6368,99.049758,0.022335,748,193.371282,0.02233
6369,99.072116,0.022358,749,193.393633,0.022351
6370,99.094439,0.022323,750,193.415963,0.02233
6371,99.116781,0.022342,751,193.438303,0.02234
6372,99.139121,0.02234,752,193.460645,0.022342
6373,99.161465,0.022344,753,193.482995,0.02235
6374,99.183814,0.022349,754,193.505312,0.022317
6375,99.206176,0.022362,755,193.527686,0.022374
6376,99.228507,0.022331,756,193.549995,0.022309
6377,99.250851,0.022344,757,193.57235,0.022355
6378,99.273196,0.022345,758,193.594669,0.022319
6379,99.295508,0.022312,759,193.617034,0.022365
6380,99.317855,0.022347,760,193.639353,0.022319
6381,99.340186,0.022331,761,193.661684,0.022331
6382,99.362529,0.022343,762,193.684036,0.022352
6383,99.38487,0.022341,763,193.706385,0.022349
6384,99.407211,0.022341,764,193.728709,0.022324
6385,99.429558,0.022347,765,193.751049,0.02234
6386,99.440742,0.011184,766,193.77345,0.022401
6387,99.451897,0.011155,767,193.784594,0.011144
6388,99.474229,0.022332,768,193.795729,0.011135
6389,99.496577,0.022348,769,193.818074,0.022345
6390,99.50774,0.011163,770,193.829267,0.011193
6391,99.530107,0.022367,771,193.851581,0.022314
6392,99.541263,0.011156,772,193.86277,0.011189
6393,99.563593,0.02233,773,193.88512,0.02235
6394,99.585943,0.02235,774,193.918612,0.033492
6395,99.597113,0.01117,775,193.929779,0.011167
6396,99.61947,0.022357,776,193.940947,0.011168
6397,99.641811,0.022341,777,193.963306,0.022359
6398,99.652956,0.011145,778,193.974464,0.011158
6399,99.675302,0.022346,779,193.996802,0.022338
6400,99.697633,0.022331,780,194.019139,0.022337
6401,99.708835,0.011202,781,194.030331,0.011192
6402,99.731177,0.022342,782,194.052654,0.022323
6403,99.753492,0.022315,783,194.063828,0.011174
6404,99.764664,0.011172,784,194.086158,0.02233
6405,99.787035,0.022371,785,194.108515,0.022357
6406,99.79817,0.011135,786,194.119682,0.011167
6407,99.820518,0.022348,787,194.142017,0.022335
6408,99.842853,0.022335,788,194.164347,0.02233
6409,99.85403,0.011177,789,194.175529,0.011182
6410,99.876383,0.022353,790,194.19786,0.022331
6411,99.909923,0.03354,791,194.242547,0.044687
6412,99.932216,0.022293,792,194.264895,0.022348
6413,99.95456,0.022344,793,194.287295,0.0224
6414,99.97697,0.02241,794,194.309576,0.022281
6415,99.999246,0.022276,795,194.331927,0.022351
6416,100.02158,0.022334,796,194.354266,0.022339
6417,100.043946,0.022366,797,194.376615,0.022349
6418,100.066269,0.022323,798,194.398977,0.022362
6419,100.088653,0.022384,799,194.421274,0.022297
6420,100.110983,0.02233,800,194.44363,0.022356
6421,100.133281,0.022298,801,194.466011,0.022381
6422,100.155631,0.02235,802,194.488287,0.022276
6423,100.177978,0.022347,803,194.51064,0.022353
6424,100.200301,0.022323,804,194.532976,0.022336
6425,100.222643,0.022342,805,194.555316,0.02234
6426,100.244991,0.022348,806,194.577649,0.022333
6427,100.26733,0.022339,807,194.600018,0.022369
6428,100.289664,0.022334,808,194.622339,0.022321
6429,100.312025,0.022361,809,194.644681,0.022342
6430,100.334348,0.022323,810,194.667021,0.02234
6431,100.356696,0.022348,811,194.689362,0.022341
6432,100.379024,0.022328,812,194.711696,0.022334
6433,100.401612,0.022588,813,194.734042,0.022346
6434,100.423711,0.022099,814,194.756387,0.022345
6435,100.434882,0.011171,815,194.767551,0.011164
6436,100.446045,0.011163,816,194.778714,0.011163
6437,100.468395,0.02235,817,194.801065,0.022351
6438,100.479573,0.011178,818,194.812258,0.011193
6439,100.501906,0.022333,819,194.834598,0.02234
6440,100.513078,0.011172,820,194.845737,0.011139
6441,100.535414,0.022336,821,194.868102,0.022365
6442,100.557763,0.022349,822,194.879252,0.01115
6443,100.568946,0.011183,823,194.901594,0.022342
6444,100.591329,0.022383,824,194.923994,0.0224
6445,100.602439,0.01111,825,194.935132,0.011138
6446,100.624806,0.022367,826,194.957452,0.02232
6447,100.635953,0.011147,827,194.968614,0.011162
6448,100.669462,0.033509,828,194.979815,0.011201
6449,100.680637,0.011175,829,195.00213,0.022315
6450,100.691802,0.011165,830,195.013303,0.011173
6451,100.702969,0.011167,831,195.035643,0.02234
6452,100.725304,0.022335,832,195.046804,0.011161
6453,100.736482,0.011178,833,195.069154,0.02235
6454,100.758823,0.022341,834,195.080316,0.011162
6455,100.770039,0.011216,835,195.091489,0.011173
6456,100.781182,0.011143,836,195.125006,0.033517
6457,100.803523,0.022341,837,195.13617,0.011164
6458,100.814669,0.011146,838,195.147336,0.011166
6459,100.837008,0.022339,839,195.158546,0.01121
6460,100.848183,0.011175,840,195.180871,0.022325
6461,100.870528,0.022345,841,195.192039,0.011168
6462,100.881772,0.011244,842,195.214359,0.02232
6463,100.904035,0.022263,843,195.225533,0.011174
6464,100.926373,0.022338,844,195.236692,0.011159
6465,100.948712,0.022339,845,195.259042,0.02235
6466,100.971047,0.022335,846,195.281398,0.022356
6467,100.993388,0.022341,847,195.303752,0.022354
6468,101.015736,0.022348,848,195.326082,0.02233
6469,101.038076,0.02234,849,195.348441,0.022359
6470,101.060422,0.022346,850,195.370742,0.022301
6471,101.082771,0.022349,851,195.393119,0.022377
6472,101.105092,0.022321,852,195.415434,0.022315
6473,101.127455,0.022363,853,195.437769,0.022335
6474,101.149785,0.02233,854,195.46011,0.022341
6475,101.17218,0.022395,855,195.482452,0.022342
6476,101.194474,0.022294,856,195.504785,0.022333
6477,101.216832,0.022358,857,195.527137,0.022352
6478,101.23917,0.022338,858,195.549467,0.02233
6479,101.261487,0.022317,859,195.571827,0.02236
6480,101.283824,0.022337,860,195.594176,0.022349
6481,101.306162,0.022338,861,195.616509,0.022333
6482,101.328509,0.022347,862,195.638827,0.022318
6483,101.350839,0.02233,863,195.661167,0.02234
6484,101.37318,0.022341,864,195.683519,0.022352
6485,101.395523,0.022343,865,195.705862,0.022343
6486,101.417918,0.022395,866,195.728188,0.022326
6487,101.42904,0.011122,867,195.75054,0.022352
6488,101.440215,0.011175,868,195.772871,0.022331
6489,101.451379,0.011164,869,195.784064,0.011193
6490,101.473715,0.022336,870,195.795214,0.01115
6491,101.484881,0.011166,871,195.806391,0.011177
6492,101.507287,0.022406,872,195.828722,0.022331
6493,101.518396,0.011109,873,195.839916,0.011194
6494,101.529565,0.011169,874,195.862295,0.022379
6495,101.563083,0.033518,875,195.873429,0.011134
6496,101.574279,0.011196,876,195.884577,0.011148
6497,101.58542,0.011141,877,195.906915,0.022338
6498,101.596641,0.011221,878,195.918094,0.011179
6499,101.61893,0.022289,879,195.940436,0.022342
6500,101.630096,0.011166,880,195.951593,0.011157
6501,101.652463,0.022367,881,195.962765,0.011172
6502,101.663608,0.011145,882,195.996299,0.033534
6503,101.685977,0.022369,883,196.007455,0.011156
6504,101.697134,0.011157,884,196.01866,0.011205
6505,101.708287,0.011153,885,196.029793,0.011133
6506,101.730643,0.022356,886,196.052139,0.022346
6507,101.741847,0.011204,887,196.063301,0.011162
6508,101.764209,0.022362,888,196.085663,0.022362
6509,101.775326,0.011117,889,196.096814,0.011151
6510,101.78651,0.011184,890,196.119191,0.022377
6511,101.808818,0.022308,891,196.130325,0.011134
6512,101.831186,0.022368,892,196.141488,0.011163
6513,101.842351,0.011165,893,196.163831,0.022343
6514,101.864683,0.022332,894,196.175055,0.011224
6515,101.887033,0.02235,895,196.197351,0.022296
6516,101.898206,0.011173,896,196.208515,0.011164
6517,101.909357,0.011151,897,196.219713,0.011198
6518,101.9317,0.022343,898,196.242028,0.022315
6519,101.954057,0.022357,899,196.253193,0.011165
6520,101.976385,0.022328,900,196.275542,0.022349
6521,101.99872,0.022335,901,196.286712,0.01117
6522,102.021059,0.022339,902,196.320221,0.033509
6523,102.043403,0.022344,903,196.342559,0.022338
6524,102.065752,0.022349,904,196.364902,0.022343
6525,102.088084,0.022332,905,196.387244,0.022342
6526,102.110423,0.022339,906,196.409584,0.02234
6527,102.132772,0.022349,907,196.431925,0.022341
6528,102.155112,0.02234,908,196.454267,0.022342
6529,102.177467,0.022355,909,196.476603,0.022336
6530,102.19978,0.022313,910,196.498947,0.022344
6531,102.222152,0.022372,911,196.521285,0.022338
6532,102.244472,0.02232,912,196.543626,0.022341
6533,102.266811,0.022339,913,196.565973,0.022347
6534,102.289143,0.022332,914,196.588313,0.02234
6535,102.311492,0.022349,915,196.61065,0.022337
6536,102.333833,0.022341,916,196.632989,0.022339
6537,102.356183,0.02235,917,196.655333,0.022344
6538,102.378544,0.022361,918,196.677682,0.022349
6539,102.400857,0.022313,919,196.700014,0.022332
6540,102.4232,0.022343,920,196.722352,0.022338
6541,102.445537,0.022337,921,196.744701,0.022349
6542,102.456706,0.011169,922,196.767034,0.022333
6543,102.46787,0.011164,923,196.789367,0.022333
6544,102.490221,0.022351,924,196.811711,0.022344
6545,102.51256,0.022339,925,196.834053,0.022342
6546,102.523724,0.011164,926,196.845224,0.011171
6547,102.546099,0.022375,927,196.856391,0.011167
6548,102.568414,0.022315,928,196.878733,0.022342
6549,102.579582,0.011168,929,196.889933,0.0112
6550,102.601934,0.022352,930,196.912245,0.022312
6551,102.624253,0.022319,931,196.934589,0.022344
6552,102.63543,0.011177,932,196.945783,0.011194
6553,102.657764,0.022334,933,196.968118,0.022335
6554,102.680103,0.022339,934,196.990475,0.022357
6555,102.691281,0.011178,935,197.00161,0.011135
6556,102.713625,0.022344,936,197.023977,0.022367
6557,102.735967,0.022342,937,197.046282,0.022305
6558,102.747136,0.011169,938,197.068624,0.022342
6559,102.769468,0.022332,939,197.079957,0.011333
6560,102.803009,0.033541,940,197.10216,0.022203
6561,102.814157,0.011148,941,197.113335,0.011175
6562,102.836496,0.022339,942,197.135662,0.022327
6563,102.847664,0.011168,943,197.158041,0.022379
6564,102.869998,0.022334,944,197.169228,0.011187
6565,102.89234,0.022342,945,197.191512,0.022284
6566,102.914702,0.022362,946,197.213842,0.02233
6567,102.937026,0.022324,947,197.247359,0.033517
6568,102.959372,0.022346,948,197.258526,0.011167
6569,102.981701,0.022329,949,197.269687,0.011161
6570,103.004055,0.022354,950,197.3032,0.033513
6571,103.026387,0.022332,951,197.325598,0.022398
6572,103.048725,0.022338,952,197.347902,0.022304
6573,103.071068,0.022343,953,197.370227,0.022325
6574,103.09341,0.022342,954,197.392595,0.022368
6575,103.115751,0.022341,955,197.414903,0.022308
6576,103.138091,0.02234,956,197.437267,0.022364
6577,103.160444,0.022353,957,197.459606,0.022339
6578,103.182773,0.022329,958,197.481948,0.022342
6579,103.205107,0.022334,959,197.504272,0.022324
6580,103.227481,0.022374,960,197.526624,0.022352
6581,103.249801,0.02232,961,197.549012,0.022388
6582,103.272152,0.022351,962,197.571292,0.02228
6583,103.294511,0.022359,963,197.593652,0.02236
6584,103.316818,0.022307,964,197.616023,0.022371
6585,103.339163,0.022345,965,197.638321,0.022298
6586,103.361503,0.02234,966,197.66067,0.022349
6587,103.383837,0.022334,967,197.683,0.02233
6588,103.406173,0.022336,968,197.705343,0.022343
6589,103.428529,0.022356,969,197.727673,0.02233
6590,103.45086,0.022331,970,197.750014,0.022341
6591,103.473262,0.022402,971,197.772358,0.022344
6592,103.484375,0.011113,972,197.7947,0.022342
6593,103.495546,0.011171,973,197.817096,0.022396
6594,103.517884,0.022338,974,197.82821,0.011114
6595,103.540222,0.022338,975,197.839381,0.011171
6596,103.551403,0.011181,976,197.861715,0.022334
6597,103.573733,0.02233,977,197.884077,0.022362
6598,103.596069,0.022336,978,197.895235,0.011158
6599,103.61841,0.022341,979,197.917589,0.022354
6600,103.629589,0.011179,980,197.939939,0.02235
6601,103.651934,0.022345,981,197.962278,0.022339
6602,103.67429,0.022356,982,197.973429,0.011151
6603,103.685446,0.011156,983,197.995766,0.022337
6604,103.707769,0.022323,984,198.006936,0.01117
6605,103.730121,0.022352,985,198.029349,0.022413
6606,103.741294,0.011173,986,198.051671,0.022322
6607,103.763632,0.022338,987,198.085125,0.033454
6608,103.785963,0.022331,988,198.096338,0.011213
6609,103.819484,0.033521,989,198.107457,0.011119
6610,103.830651,0.011167,990,198.129806,0.022349
6611,103.841831,0.01118,991,198.152145,0.022339
6612,103.864159,0.022328,992,198.174492,0.022347
6613,103.886493,0.022334,993,198.18566,0.011168
6614,103.897682,0.011189,994,198.208019,0.022359
6615,103.920006,0.022324,995,198.219201,0.011182
6616,103.942471,0.022465,996,198.241512,0.022311
6617,103.9647,0.022229,997,198.263846,0.022334
6618,103.987052,0.022352,998,198.275027,0.011181
6619,104.009371,0.022319,999,198.308533,0.033506
6620,104.031717,0.022346,1000,198.330865,0.022332
6621,104.054061,0.022344,1001,198.353232,0.022367
6622,104.076456,0.022395,1002,198.375552,0.02232
6623,104.109909,0.033453,1003,198.397893,0.022341
6624,104.143444,0.033535,1004,198.420232,0.022339
6625,104.176968,0.033524,1005,198.442597,0.022365
6626,104.210521,0.033553,1006,198.464915,0.022318
6627,104.243957,0.033436,1007,198.487274,0.022359
6628,104.277481,0.033524,1008,198.509592,0.022318
6629,104.310975,0.033494,1009,198.531938,0.022346
6630,104.344506,0.033531,1010,198.554273,0.022335
6631,104.378007,0.033501,1011,198.576632,0.022359
6632,104.411513,0.033506,1012,198.59896,0.022328
6633,104.445025,0.033512,1013,198.6213,0.02234
6634,104.478526,0.033501,1014,198.643656,0.022356
6635,104.512046,0.03352,1015,198.665976,0.02232
6636,104.545597,0.033551,1016,198.688318,0.022342
6637,104.579119,0.033522,1017,198.710658,0.02234
6638,104.612601,0.033482,1018,198.73301,0.022352
6639,104.646088,0.033487,1019,198.755348,0.022338
6640,104.679604,0.033516,1020,198.77768,0.022332
6641,104.713107,0.033503,1021,198.800046,0.022366
6642,104.746623,0.033516,1022,198.822362,0.022316
6643,104.78013,0.033507,1023,198.833537,0.011175
6644,104.813635,0.033505,1024,198.844699,0.011162
6645,104.847148,0.033513,1025,198.867047,0.022348
6646,104.869493,0.022345,1026,198.889394,0.022347
6647,104.891843,0.02235,1027,198.900583,0.011189
6648,104.914198,0.022355,1028,198.934075,0.033492
6649,104.936507,0.022309,1029,198.945231,0.011156
6650,104.958857,0.02235,1030,198.956431,0.0112
6651,104.981221,0.022364,1031,198.978754,0.022323
6652,105.003544,0.022323,1032,199.00111,0.022356
6653,105.025888,0.022344,1033,199.01226,0.01115
6654,105.048277,0.022389,1034,199.034596,0.022336
6655,105.070596,0.022319,1035,199.056961,0.022365
6656,105.092914,0.022318,1036,199.079307,0.022346
6657,105.11529,0.022376,1037,199.090442,0.011135
6658,105.137587,0.022297,1038,199.112786,0.022344
6659,105.159917,0.02233,1039,199.124033,0.011247
6660,105.182287,0.02237,1040,199.146351,0.022318
6661,105.204652,0.022365,1041,199.168654,0.022303
6662,105.226961,0.022309,1042,199.179873,0.011219
6663,105.249311,0.02235,1043,199.202195,0.022322
6664,105.271653,0.022342,1044,199.224506,0.022311
6665,105.29398,0.022327,1045,199.235672,0.011166
6666,105.316308,0.022328,1046,199.257998,0.022326
6667,105.338645,0.022337,1047,199.291548,0.03355
6668,105.360998,0.022353,1048,199.313877,0.022329
6669,105.383325,0.022327,1049,199.336216,0.022339
6670,105.405667,0.022342,1050,199.358539,0.022323
6671,105.428058,0.022391,1051,199.38088,0.022341
6672,105.450349,0.022291,1052,199.403238,0.022358
6673,105.472683,0.022334,1053,199.426198,0.02296
6674,105.495035,0.022352,1054,199.447932,0.021734
6675,105.517391,0.022356,1055,199.470241,0.022309
6676,105.53971,0.022319,1056,199.492598,0.022357
6677,105.562064,0.022354,1057,199.514932,0.022334
6678,105.584435,0.022371,1058,199.537263,0.022331
6679,105.606737,0.022302,1059,199.559619,0.022356
6680,105.629058,0.022321,1060,199.581994,0.022375
6681,105.651434,0.022376,1061,199.604297,0.022303
6682,105.673743,0.022309,1062,199.626638,0.022341
6683,105.696105,0.022362,1063,199.648968,0.02233
6684,105.71842,0.022315,1064,199.671302,0.022334
6685,105.740788,0.022368,1065,199.693645,0.022343
6686,105.763108,0.02232,1066,199.715993,0.022348
6687,105.785453,0.022345,1067,199.738333,0.02234
6688,105.807791,0.022338,1068,199.760673,0.02234
6689,105.830142,0.022351,1069,199.783013,0.02234
6690,105.852474,0.022332,1070,199.805352,0.022339
6691,105.874807,0.022333,1071,199.816516,0.011164
6692,105.897151,0.022344,1072,199.827701,0.011185
6693,105.919491,0.02234,1073,199.850027,0.022326
6694,105.941828,0.022337,1074,199.861244,0.011217
6695,105.964174,0.022346,1075,199.883561,0.022317
6696,105.986518,0.022344,1076,199.894707,0.011146
6697,106.008851,0.022333,1077,199.917123,0.022416
6698,106.031199,0.022348,1078,199.939386,0.022263
6699,106.053532,0.022333,1079,199.950561,0.011175
6700,106.075883,0.022351,1080,199.972924,0.022363
6701,106.09824,0.022357,1081,199.984111,0.011187
6702,106.120593,0.022353,1082,200.006422,0.022311
6703,106.13175,0.011157,1083,200.017596,0.011174
6704,106.142901,0.011151,1084,200.039944,0.022348
6705,106.165239,0.022338,1085,200.051092,0.011148
6706,106.176408,0.011169,1086,200.073445,0.022353
6707,106.209926,0.033518,1087,200.095796,0.022351
6708,106.221113,0.011187,1088,200.118145,0.022349
6709,106.232272,0.011159,1089,200.129299,0.011154
6710,106.254603,0.022331,1090,200.140457,0.011158
6711,106.265786,0.011183,1091,200.162798,0.022341
6712,106.288179,0.022393,1092,200.173993,0.011195
6713,106.299279,0.0111,1093,200.196351,0.022358
6714,106.321624,0.022345,1094,200.207482,0.011131
6715,106.33279,0.011166,1095,200.22985,0.022368
6716,106.355134,0.022344,1096,200.241008,0.011158
6717,106.377521,0.022387,1097,200.263352,0.022344
6718,106.388651,0.01113,1098,200.274504,0.011152
6719,106.411012,0.022361,1099,200.296858,0.022354
6720,106.422152,0.01114,1100,200.319186,0.022328
6721,106.444552,0.0224,1101,200.341528,0.022342
6722,106.455663,0.011111,1102,200.36386,0.022332
