FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
1483,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.150600,0.000000,0.000000,0.101000,0.007300,0.000000,0.000000,0.000000,0.000000,8.745388,10.041788,8.770688
1484,1,0,0,4,0.000000,0.000000,0.000000,0.544768,0.544768,0.131300,0.000000,0.000000,0.100800,0.008400,0.000000,0.000000,0.000000,0.000000,8.742689,9.995688,8.764089
1485,0,0,0,4,0.000000,9.225216,0.105472,9.330688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1486,0,0,0,4,73.056234,9.135104,0.125952,9.261056,0.000000,0.000000,0.000000,920.224060,0.000000,0.000000,0.162100,52241.394531,-4.184222,53261.582031,0.000000,0.000000,0.000000
1487,0,0,0,4,73.056234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,920.336731,0.000000,0.000000,0.213300,53262.457031,-4.184222,54283.769531,0.000000,0.000000,0.000000
1488,10,0,4876,4,0.000000,0.000000,0.000000,0.000000,0.000000,17.720501,0.000000,0.000000,1.122700,0.137800,0.000000,0.000000,0.000000,0.000000,2.186688,9.804289,2.229988
1489,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.144000,0.000000,0.000000,0.065300,0.030900,0.000000,0.000000,0.000000,0.000000,2.210388,9.825588,2.236988
1490,1,0,0,4,0.000000,0.000000,0.000000,0.546816,0.546816,0.177000,0.000000,0.000000,0.064800,0.007000,0.000000,0.000000,0.000000,0.000000,2.155788,9.941488,2.204588
1491,1,0,0,4,0.000000,0.000000,0.000000,0.544768,0.544768,0.134200,0.000000,0.000000,0.088300,0.008000,0.000000,0.000000,0.000000,0.000000,2.057588,9.888389,2.077488
1492,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.142800,0.000000,0.000000,0.080400,0.007400,0.000000,0.000000,0.000000,0.000000,2.060189,9.880088,2.081788
1493,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.130200,0.000000,0.000000,0.070300,0.009800,0.000000,0.000000,0.000000,0.000000,2.084388,9.826988,2.103888
1494,1,0,0,4,0.000000,0.000000,0.000000,0.544768,0.544768,0.208200,0.000000,0.000000,0.110100,0.007700,0.000000,0.000000,0.000000,0.000000,2.086289,9.971589,2.117189
1495,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.167700,0.000000,0.000000,0.090900,0.011500,0.000000,0.000000,0.000000,0.000000,2.125588,9.985988,2.166088
1496,1,0,0,4,0.000000,0.000000,0.000000,0.547840,0.547840,0.177400,0.000000,0.000000,0.111300,0.007100,0.000000,0.000000,0.000000,0.000000,2.132488,9.973888,2.162188
1497,1,0,0,4,0.000000,0.000000,0.000000,0.544768,0.544768,0.136000,0.000000,0.000000,0.129000,0.007500,0.000000,0.000000,0.000000,0.000000,2.065889,9.923089,2.086389
1498,1,0,0,4,0.000000,0.000000,0.000000,0.547840,0.547840,0.138800,0.000000,0.000000,0.084100,0.007600,0.000000,0.000000,0.000000,0.000000,2.088888,9.912488,2.110788
1499,1,0,0,4,0.000000,0.000000,0.000000,0.547840,0.547840,0.141600,0.000000,0.000000,0.067200,0.008000,0.000000,0.000000,0.000000,0.000000,2.088789,9.872889,2.110288
1500,1,0,0,4,0.000000,0.000000,0.000000,0.545760,0.545760,0.144300,0.000000,0.000000,0.101300,0.007100,0.000000,0.000000,0.000000,0.000000,2.100988,9.870988,2.122488
1501,1,0,0,4,0.000000,0.000000,0.000000,0.547840,0.547840,0.202200,0.000000,0.000000,0.070900,0.008900,0.000000,0.000000,0.000000,0.000000,2.057889,9.922889,2.087989
1502,1,0,0,4,0.000000,0.000000,0.000000,0.546816,0.546816,0.183300,0.000000,0.000000,0.080700,0.006700,0.000000,0.000000,0.000000,0.000000,2.096888,9.849488,2.124188
1503,1,0,0,4,0.000000,0.000000,0.000000,0.544768,0.544768,0.125500,0.000000,0.000000,0.111400,0.007000,0.000000,0.000000,0.000000,0.000000,2.058189,9.846390,2.076489
1504,1,0,0,4,0.000000,0.000000,0.000000,0.545760,0.545760,0.121300,0.000000,0.000000,0.069900,0.007000,0.000000,0.000000,0.000000,0.000000,2.062989,9.827088,2.081089
1505,1,0,0,4,0.000000,0.000000,0.000000,0.546816,0.546816,0.123700,0.000000,0.000000,0.065800,0.006900,0.000000,0.000000,0.000000,0.000000,2.082989,9.807590,2.101489
1506,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.121000,0.000000,0.000000,0.097200,0.013100,0.000000,0.000000,0.000000,0.000000,2.080288,9.823988,2.098489
1507,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.198600,0.000000,0.000000,0.128700,0.006900,0.000000,0.000000,0.000000,0.000000,2.164088,10.017689,2.192388
1508,1,0,0,4,0.000000,0.000000,0.000000,0.546816,0.546816,0.128900,0.000000,0.000000,0.102600,0.007000,0.000000,0.000000,0.000000,0.000000,2.065688,9.963689,2.084388
1509,1,0,0,4,0.000000,0.000000,0.000000,0.543744,0.543744,0.128300,0.000000,0.000000,0.113800,0.007000,0.000000,0.000000,0.000000,0.000000,2.065689,9.877389,2.084989
1510,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.129000,0.000000,0.000000,0.073700,0.007500,0.000000,0.000000,0.000000,0.000000,2.064489,9.887389,2.083789
1511,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.129000,0.000000,0.000000,0.101300,0.006900,0.000000,0.000000,0.000000,0.000000,2.098489,9.882489,2.118389
1512,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.190200,0.000000,0.000000,0.106300,0.010600,0.000000,0.000000,0.000000,0.000000,2.092388,9.876988,2.111388
1513,1,0,0,4,0.000000,0.000000,0.000000,0.544768,0.544768,0.205700,0.000000,0.000000,0.126900,0.011600,0.000000,0.000000,0.000000,0.000000,2.122988,9.969689,2.149189
1514,1,0,0,4,0.000000,0.000000,0.000000,0.546816,0.546816,0.169000,0.000000,0.000000,0.099400,0.006500,0.000000,0.000000,0.000000,0.000000,2.107589,9.861389,2.136489
1515,1,0,0,4,0.000000,0.000000,0.000000,0.546816,0.546816,0.120600,0.000000,0.000000,0.097900,0.007800,0.000000,0.000000,0.000000,0.000000,2.054988,9.973588,2.072988
1516,1,0,0,4,0.000000,0.000000,0.000000,0.546816,0.546816,0.143800,0.000000,0.000000,0.072000,0.007000,0.000000,0.000000,0.000000,0.000000,2.113188,9.909689,2.135388
1517,1,0,0,4,0.000000,0.000000,0.000000,0.545792,0.545792,0.125900,0.000000,0.000000,0.065100,0.007000,0.000000,0.000000,0.000000,0.000000,2.086689,9.845288,2.104888
1518,1,0,0,4,0.000000,0.000000,0.000000,0.543744,0.543744,0.147700,0.000000,0.000000,0.069100,0.008600,0.000000,0.000000,0.000000,0.000000,2.080888,9.886888,2.098588
1519,1,0,0,4,0.000000,0.000000,0.000000,0.546816,0.546816,0.177400,0.000000,0.000000,0.128500,0.007400,0.000000,0.000000,0.000000,0.000000,2.103489,10.090889,2.130689
1520,1,0,0,4,0.000000,0.000000,0.000000,0.544768,0.544768,0.130200,0.000000,0.000000,0.112800,0.007300,0.000000,0.000000,0.000000,0.000000,2.065189,9.979789,2.084389
