FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
11733,1,0,0,28,195.762320,12.098144,0.018880,12.757728,0.640704,0.689100,0.000000,5.983800,0.113600,0.006700,0.784000,-10.044322,-4.945223,-2.938523,7.313589,9.946488,7.340789
11734,3,2,0,28,195.773507,12.539392,0.136928,13.315775,0.639456,1.769500,0.000000,9.936600,0.346800,0.022900,0.582400,-6.102123,-4.966323,-3.325223,7.308589,10.199189,7.337889
11735,0,0,0,28,195.784668,6.290560,0.184000,6.474560,0.000000,0.000000,0.000000,10.468200,0.000000,0.000000,0.636300,-5.620723,-4.962122,-3.160422,0.000000,0.000000,0.000000
11736,1,0,0,92,195.807013,0.865024,0.018688,1.525376,0.641664,0.648700,0.000000,12.777800,0.080100,0.009500,0.695700,-14.468223,-4.965523,-3.147723,7.322889,9.895188,7.348588
11737,1,0,0,92,195.818210,12.739872,0.019168,13.401024,0.641984,0.686700,0.000000,11.150700,0.100100,0.008700,0.603100,-4.953222,-4.961322,-2.906822,7.309988,10.098589,7.340589
11738,2,1,0,92,195.829348,13.037184,0.019136,13.698208,0.641888,1.588300,0.000000,8.796500,0.196200,0.014200,0.652300,-6.929523,-4.964722,-3.271423,7.307389,9.938489,7.334889
11739,2,1,0,92,195.851693,2.962016,0.018848,3.623456,0.642592,0.988200,0.000000,10.586100,0.281700,0.018600,0.795700,-16.693422,-4.965222,-2.885023,7.312888,10.110188,7.339388
11740,2,1,0,92,195.874020,4.156640,0.018240,4.816992,0.642112,0.976800,0.000000,2.131200,0.237100,0.014400,0.576700,-25.119024,-4.962423,-2.855123,7.312888,10.042888,7.339988
11741,2,1,0,92,195.896370,9.396736,0.019008,10.057631,0.641888,0.869400,0.000000,2.187300,0.264100,0.014200,0.622700,-25.080822,-4.962523,-2.938423,7.312589,10.125989,7.338889
11742,2,1,0,92,195.918699,2.156672,0.018656,2.814336,0.639008,1.035000,0.000000,2.155300,0.258700,0.014300,0.699100,-25.091322,-4.965623,-3.064423,7.313688,10.001288,7.340189
11743,2,1,0,92,195.941040,6.664063,0.018304,7.323135,0.640768,0.910800,0.000000,1.943300,0.237300,0.013400,0.677700,-25.303522,-4.963423,-3.159523,7.331388,10.136088,7.357189
11744,2,1,0,92,195.963386,9.971329,0.019392,10.632896,0.642176,0.893100,0.000000,1.853300,0.238500,0.014900,0.631000,-25.412024,-4.962923,-2.971423,7.391289,10.157088,7.438089
11745,2,1,0,92,195.985721,11.089088,0.227200,11.958112,0.641824,0.889500,0.000000,2.057000,0.244600,0.029700,0.723100,-25.191624,-4.964223,-2.631923,7.450788,10.181088,7.477688
11746,2,1,0,92,196.008074,4.244896,0.018208,4.937216,0.674112,0.977300,0.000000,2.416200,0.206100,0.014700,0.591700,-24.855022,-4.964322,-3.151422,7.487288,9.997289,7.513189
